1,1,9.99000999000999E-4,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
141,2,0.14085914085914086,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
142,1,0.14185814185814186,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
142,2,0.14185814185814186,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
143,1,0.14285714285714285,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
143,2,0.14285714285714285,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
144,1,0.14385614385614387,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
144,2,0.14385614385614387,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
145,1,0.14485514485514486,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
145,2,0.14485514485514486,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
146,1,0.14585414585414586,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
146,2,0.14585414585414586,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
147,1,0.14685314685314685,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
147,2,0.14685314685314685,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
148,1,0.14785214785214784,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
148,2,0.14785214785214784,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
149,1,0.14885114885114886,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
149,2,0.14885114885114886,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
150,1,0.14985014985014986,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
150,2,0.14985014985014986,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
151,1,0.15084915084915085,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
151,2,0.15084915084915085,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
152,1,0.15184815184815184,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
152,2,0.15184815184815184,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
153,1,0.15284715284715283,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
153,2,0.15284715284715283,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
154,1,0.15384615384615385,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
154,2,0.15384615384615385,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
155,1,0.15484515484515485,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
155,2,0.15484515484515485,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
156,1,0.15584415584415584,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
156,2,0.15584415584415584,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
157,1,0.15684315684315683,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
157,2,0.15684315684315683,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
158,1,0.15784215784215785,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
158,2,0.15784215784215785,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
159,1,0.15884115884115885,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
159,2,0.15884115884115885,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
160,1,0.15984015984015984,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
160,2,0.15984015984015984,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
161,1,0.16083916083916083,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
161,2,0.16083916083916083,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
162,1,0.16183816183816183,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
162,2,0.16183816183816183,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
163,1,0.16283716283716285,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
163,2,0.16283716283716285,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
164,1,0.16383616383616384,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
164,2,0.16383616383616384,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
165,1,0.16483516483516483,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
165,2,0.16483516483516483,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: October])
166,1,0.16583416583416583,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
166,2,0.16583416583416583,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
167,1,0.16683316683316685,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
167,2,0.16683316683316685,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
168,1,0.16783216783216784,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
168,2,0.16783216783216784,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
169,1,0.16883116883116883,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
169,2,0.16883116883116883,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
