1,1,9.99000999000999E-4,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
284,2,0.2837162837162837,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
285,1,0.28471528471528473,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
285,2,0.28471528471528473,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
286,1,0.2857142857142857,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
286,2,0.2857142857142857,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
287,1,0.2867132867132867,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
287,2,0.2867132867132867,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
288,1,0.28771228771228774,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
288,2,0.28771228771228774,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
289,1,0.2887112887112887,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
289,2,0.2887112887112887,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
290,1,0.2897102897102897,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
290,2,0.2897102897102897,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
291,1,0.2907092907092907,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
291,2,0.2907092907092907,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
292,1,0.2917082917082917,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
292,2,0.2917082917082917,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
293,1,0.29270729270729273,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
293,2,0.29270729270729273,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
294,1,0.2937062937062937,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
294,2,0.2937062937062937,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
295,1,0.2947052947052947,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
295,2,0.2947052947052947,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
296,1,0.2957042957042957,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
296,2,0.2957042957042957,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
297,1,0.2967032967032967,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
297,2,0.2967032967032967,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
298,1,0.2977022977022977,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
298,2,0.2977022977022977,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
299,1,0.2987012987012987,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
299,2,0.2987012987012987,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
300,1,0.2997002997002997,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
300,2,0.2997002997002997,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Square])
301,1,0.3006993006993007,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
301,2,0.3006993006993007,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Cinema, Sport: Indoor activities, Environment: Square])
302,1,0.3016983016983017,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
